student_id,family_code,student_name,session,class_id,section_id,gr_no,gender,religion,dob,date_of_admission,status,whatsapp_number,father_cell_no,mother_cell_no,home_cell_no,place_of_birth,state,city,email,father_name,mother_name,home_address,created_at,student_image,admission_fee,monthly_fee,cnic
870,FC1025,Ronnie Weiss,1,10,7,GR1870,Female,Sikhism,2/11/2009,2/17/2023,Inactive,913-819-3199x1210,+1-977-238-7564x0477,599.241.8102x4510,238-241-5097,Potterside,California,North Micheleburgh,kevinbray@example.org,Shawn Grant,Dawn Huang,"8958 Fowler Ranch Suite 903, East Kellyhaven, NC 87268",4/11/2025 6:32,default_student_0.jpg,3665,1966,53656-9544556-1
871,FC9548,Lance Martinez,1,11,5,GR1871,Male,Sikhism,5/17/2011,9/23/2024,Active,(987)843-3547x8621,722.692.8354,(878)929-5123x55113,597-494-2105x243,Jessicamouth,Maryland,Craigville,mark34@example.org,Richard Sweeney,Catherine Chavez,"256 Robert Branch, East William, NJ 08466",4/11/2025 6:32,default_student_1.jpg,1193,1659,63185-5236608-8
872,FC4894,Scott Elliott,1,11,7,GR1872,Male,Sikhism,11/5/2011,5/26/2021,Active,542.885.5749,+1-254-369-1437x3819,393-293-2717,3527630496,Sanchezton,Pennsylvania,Shahville,qhumphrey@example.org,Johnny Owens,Kimberly Johnson,"Unit 1251 Box 6830, DPO AE 95905",4/11/2025 6:32,default_student_2.jpg,2667,1358,12640-9227899-4
873,FC3124,Kristie Bartlett,1,16,4,GR1873,Female,Islam,8/13/2012,5/22/2022,Active,001-967-527-4162x899,724.349.6202,845-534-3531x0253,(904)993-4395,West Richard,Delaware,West Charlesmouth,halljonathan@example.net,Jacob Burns,Kayla Hansen,"081 Stacy Drives, Millerside, KY 34702",4/11/2025 6:32,default_student_3.jpg,1322,1649,34167-6230482-3
874,FC8767,Kenneth Shepherd,1,15,5,GR1874,Female,Hinduism,1/23/2011,8/22/2023,Active,(568)274-2250,380.228.3175,001-725-416-0127,(981)343-0172x20301,New Danielbury,Michigan,Lake Joel,caseyjeremy@example.net,Jason Salazar,Courtney Mitchell,"6325 Karen Village Apt. 563, Liview, OH 13764",4/11/2025 6:32,default_student_4.jpg,4825,1019,92420-9453323-8
875,FC2836,David Parker,1,11,5,GR1875,Female,Christianity,4/30/2008,3/13/2023,Inactive,597.438.0585x94049,700.531.8488x86896,911.972.0454,(508)470-9068x515,New Rickeymouth,Florida,East Melissaview,jennifercole@example.org,Jeremiah Ramos,Karen Anderson,"551 Matthew Summit, South Jamesland, AL 72974",4/11/2025 6:32,default_student_5.jpg,2937,1377,37629-9318587-8
876,FC7248,Thomas Malone,1,10,6,GR1876,Male,Christianity,8/1/2014,3/18/2021,Active,263-544-3614x297,4029813033,(583)894-0521x9797,6895036761,New Michaelshire,West Virginia,East Nicholas,nnewton@example.org,Michael Estes,Laura Walls,"7778 Villarreal Mount, North Travis, FL 86443",4/11/2025 6:32,default_student_6.jpg,2030,872,91239-6121415-3
877,FC4209,Tyler Conrad,1,5,4,GR1877,Female,Islam,6/4/2014,3/13/2022,Active,001-669-665-9664,-10609,001-790-368-1744x7514,592.527.8675,Lake Christopherport,Arkansas,Lake Brian,joyce14@example.net,Joshua Morris,Dana Miles,"27737 Timothy Centers Suite 836, Nancyfort, PA 14281",4/11/2025 6:32,default_student_7.jpg,1353,1608,11547-4699860-3
878,FC1424,Molly Hubbard,1,5,4,GR1878,Female,Islam,7/30/2012,6/11/2020,Active,474-797-9521,343.308.7775x25693,658.598.4180x244,001-801-800-3097x69823,West Joshuaberg,Vermont,Rhondafort,prattmary@example.org,Devon Martinez,Heather Myers,"67646 Bailey Ferry Suite 733, Jocelynfort, WA 29061",4/11/2025 6:32,default_student_8.jpg,3594,1577,82382-6631081-4
879,FC1679,Adam Hunter,1,12,7,GR1879,Male,Islam,11/23/2007,5/4/2021,Inactive,+1-932-863-1701x860,415.574.6493x2933,(987)580-2238,001-535-502-8522x29015,West Stevenville,Nebraska,North Debra,awhite@example.org,Mr. Christopher Diaz Jr.,Maria Boyd,"USCGC Rice, FPO AA 76406",4/11/2025 6:32,default_student_9.jpg,4910,1614,57173-7871918-3
880,FC2351,Dustin Campbell,1,12,5,GR1880,Male,Islam,1/11/2017,4/6/2021,Inactive,857-391-4541,-5321,237-224-1354x3836,(876)639-7409x671,Port Sharontown,Rhode Island,Johnburgh,ana31@example.net,Curtis Young,Megan Pacheco,"23922 Cory Bypass, West Teresaburgh, CA 85986",4/11/2025 6:32,default_student_0.jpg,4898,793,12988-3570083-4
881,FC5144,Alan Hernandez,1,12,6,GR1881,Female,Christianity,11/6/2019,5/20/2021,Active,464.634.8526x37472,(337)408-5308,749-460-3565,629.718.4126x88851,North Trevorhaven,New Mexico,Wendystad,vjohnson@example.com,Justin Stephens,Sarah Andersen,"5233 Cruz Harbors Suite 866, Fuentesport, DC 37835",4/11/2025 6:32,default_student_1.jpg,2596,522,79300-9235753-4
882,FC1972,Bryan Herring,1,6,7,GR1882,Female,Sikhism,1/22/2012,6/7/2023,Inactive,+1-493-825-9199x59256,776-949-9083x8007,756.502.1209x7863,001-546-773-6991x38513,Phillipborough,North Carolina,Lake Nancyshire,djordan@example.net,Charles Weber,Angela Mcclain,"762 Sean Skyway, East Joseburgh, PW 07767",4/11/2025 6:32,default_student_2.jpg,2297,922,15432-1345657-4
883,FC6433,Benjamin Berry,1,13,7,GR1883,Female,Hinduism,3/3/2016,3/26/2022,Active,616.701.1145x83159,(410)290-8735x51735,315.444.3107,(483)866-8322x8475,Davisfurt,Montana,New Elizabethside,lesterjennifer@example.net,Jesse Murray,Rachel Blair,"2337 Moore Crest, Port Erintown, ND 44582",4/11/2025 6:32,default_student_3.jpg,1616,1708,29903-6622553-4
884,FC7177,Kristin Alexander,1,17,6,GR1884,Female,Hinduism,10/3/2015,5/25/2021,Active,952-515-1275,+1-831-854-5195x2446,001-786-510-3997x0707,7542422784,West Anna,Virginia,South Matthew,leechristopher@example.org,Adrian Reed,Isabella Anderson,"4266 Stephen Parkway Apt. 657, Brendanside, DC 54795",4/11/2025 6:32,default_student_4.jpg,1045,580,59456-9583888-7
885,FC9438,Andrew Thompson,1,8,6,GR1885,Male,Islam,2/2/2015,9/14/2020,Active,+1-481-316-6210x5940,7576381284,+1-417-497-7754x13165,(950)678-1911,Lake Amy,Nebraska,South Katie,christopher19@example.net,Michael Hernandez,Amy Smith,"663 Garcia Route Suite 544, Tracyshire, VA 51694",4/11/2025 6:32,default_student_5.jpg,2937,1450,44657-7647600-5
886,FC7713,Tina French,1,10,4,GR1886,Male,Hinduism,10/19/2010,5/23/2023,Inactive,597.827.6927x0859,8935910781,(945)576-7551,(475)459-5969,West Suzannemouth,Hawaii,Butlermouth,shanecastaneda@example.com,Matthew Adams,Melanie Walter,"2744 Tyler Streets Suite 584, Lamton, TX 61904",4/11/2025 6:32,default_student_6.jpg,4738,690,89920-8097561-8
887,FC6722,Dr. Natalie Matthews PhD,1,14,5,GR1887,Male,Sikhism,3/25/2020,4/29/2020,Active,(466)859-6908x5126,001-759-638-6865x49243,(284)785-7295x72330,(708)309-3927x853,Costafort,Florida,Johnland,stefanieanderson@example.com,Aaron Sanchez,Dana Jackson MD,"4211 James Unions Suite 707, North Erin, ME 39547",4/11/2025 6:32,default_student_7.jpg,4792,1138,75056-3772907-3
888,FC6164,Angela Kirby,1,14,6,GR1888,Male,Christianity,5/9/2014,6/25/2020,Inactive,5876692667,264.295.1804x631,(914)730-8838x100,597-394-6091x6503,Lake Tiffany,Alaska,Jaytown,simmonsdavid@example.org,Daniel Spence,Cristina Clark,"809 Ramirez Loaf Apt. 425, Frankmouth, WI 54556",4/11/2025 6:32,default_student_8.jpg,1621,979,24392-1082479-2
889,FC2333,Lindsay Santiago,1,12,6,GR1889,Male,Christianity,11/15/2009,8/7/2023,Inactive,(848)777-4586,001-568-455-4787x20612,+1-277-574-4839x633,(733)909-4810x9303,Fletcherville,Vermont,Richardsonborough,anthony34@example.org,Matthew Robles,Dr. Melissa Lopez,"58080 Spencer Islands Suite 971, Bakerborough, GA 25800",4/11/2025 6:32,default_student_9.jpg,1530,670,91911-6104434-5
890,FC8917,Kimberly Ramirez,1,14,4,GR1890,Female,Islam,10/18/2018,1/11/2024,Inactive,001-527-871-2556x10129,325-686-1422x6334,001-338-979-6392,001-304-209-1131,Angelaborough,Missouri,Stevenport,aparker@example.net,Jose Potter,Jessica Baldwin,"584 Valerie Villages, Port Marc, NY 88468",4/11/2025 6:32,default_student_0.jpg,1602,1617,36423-7868195-4
891,FC4430,Rebecca Parker,1,14,5,GR1891,Male,Islam,7/29/2007,4/23/2024,Inactive,958-724-3812x6207,258-773-1164x623,369.987.6406,(810)533-5683,Kristinfort,Colorado,Port Abigail,brianandrews@example.org,Gregory Smith,Andrea Weaver,"Unit 6141 Box 9111, DPO AP 29317",4/11/2025 6:32,default_student_1.jpg,3382,1357,21683-7135596-9
892,FC2080,Mary Dunlap,1,7,5,GR1892,Male,Islam,12/12/2009,1/19/2021,Inactive,+1-639-551-8665x68562,498-756-2485x209,(818)290-6678x513,(569)513-5100x82135,Melissafurt,Vermont,West Craigtown,jessicasparks@example.com,Douglas Hernandez,Jeanette Horne,"59705 Howard Causeway Suite 940, Stefaniebury, MO 21709",4/11/2025 6:32,default_student_2.jpg,4624,1517,64702-6345114-3
893,FC4282,Charles Davis,1,14,7,GR1893,Female,Sikhism,5/13/2013,7/12/2024,Active,001-459-421-6213x13092,900.718.9961,-6620,001-532-939-6919,Joelbury,Delaware,New Jermaine,robinsonmichael@example.net,Brandon Duncan,Tammy Figueroa,"Unit 9179 Box 6561, DPO AA 14086",4/11/2025 6:32,default_student_3.jpg,4759,1938,84393-6060405-6
894,FC1294,Lisa Johnson,1,17,4,GR1894,Female,Hinduism,11/21/2007,4/22/2020,Active,745-409-0292x1504,747-684-2265x118,(881)949-4120x359,(931)818-3467,Michelleland,Vermont,Tinahaven,reynoldsdalton@example.org,Timothy Ballard,Tracey Powers,"71741 Matthew Club, Port Lesliemouth, CA 49370",4/11/2025 6:32,default_student_4.jpg,3315,1603,41466-2679659-8
895,FC8705,Bryan Ryan,1,5,5,GR1895,Female,Hinduism,11/2/2011,8/14/2023,Active,(830)479-3812,810.344.9777,680.580.5559x301,997.975.4905x967,South Joseland,North Dakota,South Davidmouth,brendajimenez@example.org,Anthony Powers,Christine Hayden,"6633 Robert Vista, Melindaton, ME 18079",4/11/2025 6:32,default_student_5.jpg,4741,1180,62324-3074579-4
896,FC3771,Dr. Whitney Jones,1,11,7,GR1896,Male,Christianity,6/22/2013,1/19/2021,Active,433-955-0722,4529192314,001-255-303-9781x3074,+1-333-484-9148x45418,Brianborough,Texas,Lake Sarastad,petersondaniel@example.org,Lawrence Clark,Allison Powell,"757 Thompson Mission, West Gloria, IA 40830",4/11/2025 6:32,default_student_6.jpg,1753,1589,25357-9392818-8
897,FC6204,Matthew Callahan,1,17,4,GR1897,Male,Sikhism,4/30/2016,5/25/2024,Inactive,284.314.2865,8039252672,439.841.2549x8273,+1-310-804-5670x38232,Jasmineshire,Kansas,Stacyfort,qhill@example.net,Justin Pena,Cynthia Pearson,"17181 Maria Mall Apt. 050, Greertown, WA 02403",4/11/2025 6:32,default_student_7.jpg,2189,1674,42769-8849903-9
898,FC4970,Joe Buchanan,1,15,6,GR1898,Female,Hinduism,4/20/2011,9/24/2020,Active,001-238-255-3382,+1-210-239-8020x79336,4796072532,001-561-407-8207,South Natashaton,Missouri,South Garyhaven,spratt@example.com,Dustin Mitchell,Erika Jennings,"02311 Travis Trace Suite 003, Lake Shane, MH 73011",4/11/2025 6:32,default_student_8.jpg,4061,708,40376-8822995-3
899,FC1694,Darrell Moody,1,17,7,GR1899,Male,Sikhism,6/25/2011,11/7/2023,Active,654.891.8498x6970,227-383-0092x7336,(959)881-3588x7365,001-555-992-7632,Jasonfort,Connecticut,Lake Brandonmouth,matthewcox@example.net,Carlos Patterson,Ana Travis,"1007 Smith Rest Apt. 509, Frankfurt, HI 88821",4/11/2025 6:32,default_student_9.jpg,4692,522,64367-7784985-8
900,FC3708,Michael Vazquez,1,14,5,GR1900,Male,Islam,1/5/2020,4/8/2022,Active,7927138590,(673)206-2773x71176,+1-744-322-5422x45918,(243)866-5487x58784,New Williamberg,Kansas,West Jessicaburgh,murphyjessica@example.org,Bryce Kelly,Sheila Gonzalez,"1648 Justin Flat Apt. 499, Lake Michelleport, IN 58239",4/11/2025 6:32,default_student_0.jpg,1203,1536,45130-4196088-1
901,FC5792,Elizabeth Austin,1,16,4,GR1901,Female,Christianity,3/18/2019,3/14/2024,Inactive,+1-233-574-7443x46864,246.219.5997,001-809-326-2055x433,001-221-509-4117x0746,Jamesville,Texas,North Natalie,vbass@example.com,Randy Johnson,Nicole Sosa,"0191 Stewart Plains, Espinozamouth, KS 16247",4/11/2025 6:32,default_student_1.jpg,4001,1782,66985-5404160-1
902,FC5726,Tom Jarvis,1,7,7,GR1902,Male,Sikhism,9/17/2007,6/15/2020,Inactive,+1-729-235-7865x6095,001-593-605-9719,+1-750-886-5848x65965,(512)921-1265x8288,South Timothy,Texas,Craighaven,barnettkathryn@example.org,Stephen Mccoy,Vickie Manning,"90765 Ortega Plain, West Cheryl, OK 45089",4/11/2025 6:32,default_student_2.jpg,1453,1072,53472-1574999-8
903,FC5931,Regina Taylor,1,6,5,GR1903,Female,Christianity,11/10/2013,7/6/2020,Active,385.913.5254,715.870.1164x4877,+1-745-523-4637x01649,6692963290,West Kimberly,Wisconsin,New Jason,laurenlee@example.net,Peter Daniels,Heidi Hudson,"05296 Montoya Square Apt. 701, Montoyaside, NY 56920",4/11/2025 6:32,default_student_3.jpg,2268,1549,89991-7836334-1
904,FC3850,Mr. Jordan Murphy,1,5,7,GR1904,Female,Hinduism,8/4/2010,9/16/2021,Active,001-569-560-9557,+1-207-628-6324x71617,224.844.0122,+1-841-490-2901x6191,East Beverlybury,Florida,South Victoriabury,rileywendy@example.net,Vincent Foster,Laura Garcia,"2611 Rachel Rest Suite 946, Robertmouth, UT 96452",4/11/2025 6:32,default_student_4.jpg,3400,1025,42489-7123432-9
905,FC9398,Sarah Lynn,1,7,7,GR1905,Female,Hinduism,9/3/2017,9/13/2023,Inactive,+1-206-552-8522x5007,356-351-7183x6691,(236)227-7349x733,(445)996-1804x0476,Craigport,North Carolina,East Natalietown,stevensamy@example.com,Timothy Mitchell,Karen Knight,"848 Francis Tunnel Suite 710, New Jorgeton, DE 82423",4/11/2025 6:32,default_student_5.jpg,4045,1973,57178-7113564-6
906,FC3481,Keith Davis,1,17,7,GR1906,Male,Sikhism,8/13/2014,1/4/2025,Active,-10689,(331)838-1132,001-477-872-7660x868,001-347-308-2053x9005,East Louis,South Carolina,Carolineton,iduncan@example.net,William Vazquez,Jessica Lee,"987 Ryan Mall, Alyssaberg, PA 63145",4/11/2025 6:32,default_student_6.jpg,3898,1526,67197-7424881-5
907,FC7487,Oscar Davenport,1,15,7,GR1907,Male,Sikhism,4/15/2017,11/11/2020,Inactive,270-924-5344x94186,917-458-5970x83423,-11287,832-250-4608,Riveraborough,Alaska,East Daniel,james92@example.org,Riley Smith,Brenda Miller,"358 Michele Inlet, New Robert, CO 55489",4/11/2025 6:32,default_student_7.jpg,1393,525,67726-9980741-7
908,FC6235,Mark Gutierrez,1,11,4,GR1908,Female,Hinduism,3/18/2012,6/13/2021,Active,918.757.4511x59039,001-728-701-2019x17019,(365)811-4274,(980)917-4321,Camposfurt,Alaska,East Billy,rodgersphilip@example.com,Nathan Hines,Christina Stokes,"8984 Martinez Knoll Suite 608, East Martinport, GU 84560",4/11/2025 6:32,default_student_8.jpg,4829,1744,68048-6559678-2
909,FC9318,Frank Crosby,1,14,4,GR1909,Female,Islam,10/15/2011,7/23/2020,Active,6136079359,(951)518-8294,001-419-588-1602,895.653.4652x359,Port Larryville,New York,Kimberlyport,littlejoseph@example.org,Jeffrey Martin,Connie Crawford,"80466 Diana Freeway Suite 012, Port Ryan, AK 91595",4/11/2025 6:32,default_student_9.jpg,1955,1240,67774-9963413-1
910,FC1222,Andrea Carroll,1,17,7,GR1910,Female,Sikhism,4/3/2018,9/10/2022,Active,(851)809-6097,631.290.7654x5749,771.352.9780,(701)224-6152x222,East Alyssastad,Tennessee,South Andrew,wilsonkatherine@example.net,Jason Watts,Dana Cortez,"28749 Jason Drive, Coxmouth, PR 10732",4/11/2025 6:32,default_student_0.jpg,2254,539,38883-3622806-8
911,FC6820,Ann Gentry,1,11,6,GR1911,Male,Christianity,12/9/2006,7/1/2021,Active,001-301-889-5778x29149,-9129,4632512184,412.515.7231x689,West Valerieview,Oklahoma,South Jason,justinjohnson@example.org,Richard Page,Tamara Ortiz,"Unit 5091 Box 1339, DPO AP 80238",4/11/2025 6:32,default_student_1.jpg,4802,1989,91210-1953599-8
912,FC4758,Mary Mendez,1,17,5,GR1912,Male,Sikhism,3/31/2017,4/30/2020,Inactive,(872)631-6854,7955923790,832-876-2927x2914,(752)754-9476x3678,Lake Justin,Michigan,East Lisa,ttodd@example.net,David White,Suzanne Johnson,"059 Smith Plains, Christophermouth, FM 26113",4/11/2025 6:32,default_student_2.jpg,4196,1934,82332-7040936-1
913,FC2865,Sarah Anthony,1,11,7,GR1913,Female,Islam,11/15/2013,7/2/2021,Inactive,(385)969-2075,808.839.3474,001-214-729-7878x40133,(232)465-5613x5354,Lake Alyssaburgh,New York,Lake Dianeport,esnow@example.org,Robert Mcmahon,Holly Anderson,"6332 Martinez Plains Suite 537, Lake Diane, AR 36396",4/11/2025 6:32,default_student_3.jpg,4506,749,68715-2114783-6
914,FC7715,Natalie Myers,1,7,6,GR1914,Female,Christianity,3/7/2008,1/3/2024,Active,+1-326-906-9771x56095,612-407-4455x20008,985-979-8977,210-369-5514x890,Carrshire,Wisconsin,East Christyburgh,melissaboyd@example.org,Dale Jones DDS,Tamara Mitchell,"28710 Clark Springs, North Annatown, MH 71167",4/11/2025 6:32,default_student_4.jpg,4959,1337,49519-8064206-4
915,FC1454,Gail Henderson MD,1,5,6,GR1915,Female,Christianity,9/13/2018,6/28/2022,Inactive,789-888-5336,886-919-5740x41133,+1-900-840-2207x3222,698-641-2485x9791,Port Michael,Tennessee,Lake Brianna,morrisjason@example.net,Jeffrey Fernandez,Courtney Sanchez,"5574 Henson Corner Suite 147, Millerview, GA 78847",4/11/2025 6:32,default_student_5.jpg,4698,523,44764-3170227-3
916,FC5683,Thomas Lane,1,9,4,GR1916,Female,Hinduism,7/20/2006,9/9/2023,Active,379.523.5173x50661,928.639.3521x494,703-251-8538,5122852597,West Davidstad,Minnesota,West Joe,birdheidi@example.com,Cory Mcdonald,Meredith Patterson,"USNS West, FPO AP 81505",4/11/2025 6:32,default_student_6.jpg,3391,670,59279-7885394-9
917,FC9178,Austin Taylor,1,16,4,GR1917,Male,Hinduism,6/20/2017,10/14/2024,Active,001-898-946-0933,368-832-4895x270,001-661-615-0277x077,811-891-4606x9095,South Carla,West Virginia,Christophermouth,serranomaria@example.net,Stephen Cook,Lori Gay DDS,"7316 Becky Extension Apt. 163, Alexanderberg, IL 47501",4/11/2025 6:32,default_student_7.jpg,1646,1634,62003-9879276-4
918,FC7968,Tiffany Reed,1,7,4,GR1918,Female,Hinduism,3/17/2009,4/8/2022,Inactive,(557)308-7163,001-848-292-9098x25269,+1-731-897-5019x68050,5305278820,South Jessicaberg,Oklahoma,Mcdonaldbury,bobbydorsey@example.org,Sean Snyder,Kerry Wright,"55834 Willie Corner Apt. 086, East Dalton, AZ 49553",4/11/2025 6:32,default_student_8.jpg,1702,1806,12011-2036946-7
919,FC7687,Henry Thomas,1,17,7,GR1919,Female,Islam,7/2/2018,5/7/2021,Inactive,(503)828-0798x974,001-211-235-0243,274-407-2714,933-751-0226x67325,Lake Mary,Kentucky,Robertstad,hudsonmary@example.com,Jeremy Farrell,Selena Carter,"3699 Tanner Lodge Suite 552, West Christinaton, ME 27178",4/11/2025 6:32,default_student_9.jpg,2579,915,35799-7170624-1
920,FC7101,Larry Ramirez,1,14,5,GR1920,Female,Christianity,6/8/2010,3/25/2025,Inactive,(773)534-1630x223,353.793.7941x384,234.410.6711,5188688514,Matthewsstad,Maryland,Eduardomouth,vwalker@example.com,Timothy Henderson MD,Allison Blair,"60972 Johnson Viaduct Apt. 554, Diazview, DC 51019",4/11/2025 6:32,default_student_0.jpg,1366,1321,73516-4150545-7
921,FC9132,Paul Sellers,1,5,5,GR1921,Female,Islam,10/11/2018,10/4/2024,Inactive,782-600-0152,+1-746-905-2534x5738,564.532.2660x482,984-585-3931x631,East Johntown,Illinois,Port Nancy,jensenerin@example.net,Bradley Sheppard,Amanda Singh,"53284 Ross Route Apt. 221, South Dianehaven, AR 87999",4/11/2025 6:32,default_student_1.jpg,4731,1671,39029-3976607-7
922,FC7012,Sandra Hammond,1,7,7,GR1922,Female,Islam,4/21/2011,9/4/2023,Inactive,619.637.7066x825,560.347.4973,737-562-5046,(689)521-4500x9332,South Mary,Oklahoma,Brittanytown,jcrawford@example.org,Jason Travis,Melissa Padilla,"025 Shaun Stream, Austinside, NJ 31171",4/11/2025 6:32,default_student_2.jpg,4129,953,14942-5913914-1
923,FC8049,Michael Franco,1,13,4,GR1923,Female,Islam,3/10/2019,9/3/2020,Active,794.771.8530,+1-811-259-8529x4811,(885)474-6725x277,(498)907-9091,Howardville,Alabama,New Maxwell,ejones@example.org,Arthur French,Krista Walter,"863 Livingston Circles Apt. 233, South Melissahaven, OH 19579",4/11/2025 6:32,default_student_3.jpg,3077,1292,22061-7764200-8
924,FC9581,Cody Jackson,1,15,4,GR1924,Female,Sikhism,5/11/2011,9/12/2024,Inactive,(705)733-5768,641-292-2249x250,001-788-420-9661x237,385-899-4025,Marcusstad,New Jersey,New James,samanthatran@example.net,Anthony Cantrell,Jennifer Torres,"25163 Riley Pass Suite 365, Wardmouth, GU 58296",4/11/2025 6:32,default_student_4.jpg,1801,574,40764-1928260-5
925,FC5695,Erika Taylor,1,10,7,GR1925,Female,Islam,4/29/2018,8/4/2021,Inactive,+1-571-841-1878x75543,001-819-534-3945,233-935-6222x310,001-682-771-3656x903,Dodsonmouth,Montana,South Rebeccaton,leeraven@example.org,David Buchanan,Felicia Davis,"Unit 7783 Box 0910, DPO AE 86099",4/11/2025 6:32,default_student_5.jpg,2861,1097,71553-4534875-1
926,FC5489,Carla Mendez,1,15,7,GR1926,Male,Hinduism,3/26/2015,6/22/2023,Inactive,(704)689-4189,813.970.2767,+1-267-896-2919x92336,(901)300-1151x34247,Natalieland,Montana,Robinborough,morgan21@example.com,Zachary Griffin,Meghan Torres,"65227 Nelson Alley, West Stevenmouth, ND 40637",4/11/2025 6:32,default_student_6.jpg,4699,1476,83127-1174371-7
927,FC8415,Jamie Diaz,1,15,5,GR1927,Male,Christianity,2/25/2014,8/19/2021,Inactive,663.499.0197x20009,887-270-0715x18600,867.497.5486,(519)932-7547,Whiteburgh,South Carolina,New Randall,osoto@example.net,Joseph Vincent,Joan Hoffman,"3174 Hannah Mills Apt. 666, South Joshua, ME 83575",4/11/2025 6:32,default_student_7.jpg,2202,1541,95550-8910849-4
928,FC2545,Cindy Parker,1,16,6,GR1928,Male,Sikhism,9/29/2016,1/2/2025,Inactive,711.866.1198x67340,9125965526,(332)726-9162,001-956-719-6847x5670,Kevinfort,Wisconsin,New Paul,dwayne23@example.com,Gary Rodriguez,Amy Sanchez MD,"4752 Stone Manor Suite 749, Port Jennifer, NV 79540",4/11/2025 6:32,default_student_8.jpg,4963,1137,95812-3124137-2
929,FC5950,Christopher Green,1,11,4,GR1929,Female,Sikhism,7/31/2014,8/25/2023,Inactive,(422)387-4081,001-454-399-4363x6444,452.950.0249x29749,(715)855-6974x641,North Markhaven,Colorado,New Jeremy,dawnbrown@example.com,Jeffrey Adams,Rebecca Moody,"5786 Nelson Springs Suite 940, Fernandezton, FM 35345",4/11/2025 6:32,default_student_9.jpg,4692,1250,84003-9626185-2
